Timestamp,Download,Upload,Ping, External IP
09/11/2021 22:55:26,66.18,171.54,11.32
09/11/2021 22:57:21,127.31,143.59,11.8
09/11/2021 22:57:41,124.43,149.64,11.76
09/11/2021 22:57:59,83.37,175.76,12.96
09/11/2021 22:58:17,116.89,172.95,11.91
09/11/2021 22:58:35,154.63,166.4,11.37
09/11/2021 22:58:55,101.43,154.14,11.29
09/11/2021 22:59:13,112.47,167.01,12.88
09/11/2021 22:59:31,103.71,171.99,11.43
09/11/2021 22:59:48,138.83,231.84,11.31
09/11/2021 23:00:07,133.65,152.9,12.07
09/11/2021 23:53:38,201.97,113.11,6.12
09-11-2021 23:55:45,124.55,137.26,6.16
09-11-2021 23:57:05,176.59,79.58,6.87
09-11-2021 23:59:51,182.2,125.33,5.82
10-11-2021 00:11:31,146.11,148.36,6.41
24-01-2022 07:50:42,273.06,252.75,8.99
24-01-2022 07:59:35,303.77,258.69,8.81
24-01-2022 08:07:52,325.77,214.65,13.13,144.121.168.143
24-01-2022 08:10:56,165.07,125.64,13.5,144.121.168.143
24-01-2022 08:12:13,167.63,244.58,11.87,144.121.168.143
24-01-2022 08:13:30,194.82,229.53,13.57,144.121.168.143
24-01-2022 08:14:48,193.45,228.02,11.27,144.121.168.143
24-01-2022 08:16:05,178.09,223.93,12.76,144.121.168.143
24-01-2022 08:17:23,143.84,223.66,12.89,144.121.168.143
24-01-2022 08:18:42,283.33,163.85,12.65,144.121.168.143
24-01-2022 08:20:00,234.18,192.94,11.99,144.121.168.143
24-01-2022 08:21:19,252.14,176.2,12.88,144.121.168.143
24-01-2022 08:22:36,205.83,232.79,11.8,144.121.168.143
24-01-2022 08:23:53,94.66,218.43,12.07,144.121.168.143
24-01-2022 08:25:10,91.61,246.82,11.97,144.121.168.143
24-01-2022 08:26:27,147.64,238.05,12.02,144.121.168.143
24-01-2022 08:27:45,310.72,209.89,12.97,144.121.168.143
24-01-2022 08:29:02,316.4,254.82,12.17,144.121.168.143
15-07-2022 18:49:30,190.88,23.53,28.41,2601:647:837f:c030:cd97:c333:5f4c:81ad
15-07-2022 18:50:54,245.87,23.11,26.94,2601:647:837f:c030:cd97:c333:5f4c:81ad
15-07-2022 18:52:17,209.88,23.09,28.07,2601:647:837f:c030:cd97:c333:5f4c:81ad
15-07-2022 18:53:41,193.27,23.69,28.86,2601:647:837f:c030:cd97:c333:5f4c:81ad
15-07-2022 18:55:05,196.42,22.94,32.2,2601:647:837f:c030:cd97:c333:5f4c:81ad
15-07-2022 18:56:29,192.1,23.21,33.2,2601:647:837f:c030:cd97:c333:5f4c:81ad
15-07-2022 18:57:53,197.88,22.62,27.71,2601:647:837f:c030:cd97:c333:5f4c:81ad
15-07-2022 18:59:17,205.73,23.95,28.17,2601:647:837f:c030:cd97:c333:5f4c:81ad
15-07-2022 19:00:41,211.17,23.16,26.31,2601:647:837f:c030:cd97:c333:5f4c:81ad
15-07-2022 19:02:05,210.95,23.18,26.41,2601:647:837f:c030:cd97:c333:5f4c:81ad
15-07-2022 19:03:28,195.29,21.17,27.91,2601:647:837f:c030:cd97:c333:5f4c:81ad
15-07-2022 19:04:53,168.87,23.83,32.29,2601:647:837f:c030:cd97:c333:5f4c:81ad
15-07-2022 19:06:18,199.51,23.87,32.82,2601:647:837f:c030:cd97:c333:5f4c:81ad
15-07-2022 19:07:42,175.66,23.3,26.99,2601:647:837f:c030:cd97:c333:5f4c:81ad
15-07-2022 19:09:07,168.79,23.87,26.74,2601:647:837f:c030:cd97:c333:5f4c:81ad
15-07-2022 19:10:30,201.32,23.58,25.73,2601:647:837f:c030:cd97:c333:5f4c:81ad
15-07-2022 19:11:54,180.11,24.32,27.99,2601:647:837f:c030:cd97:c333:5f4c:81ad
15-07-2022 19:13:20,177.88,24.39,34.37,2601:647:837f:c030:cd97:c333:5f4c:81ad
15-07-2022 19:14:45,165.98,23.3,24.39,2601:647:837f:c030:cd97:c333:5f4c:81ad
15-07-2022 19:16:09,206.65,24.47,32.58,2601:647:837f:c030:cd97:c333:5f4c:81ad
15-07-2022 20:09:51,188.29,23.64,29.39,73.202.188.45,"[34.953, -120.4357]","101, East Main Street, Santa Maria, Santa Barbara County, California, 93454, United States"
15-07-2022 20:11:14,145.54,22.62,31.37,73.202.188.45,"[34.953, -120.4357]","101, East Main Street, Santa Maria, Santa Barbara County, California, 93454, United States"
15-07-2022 20:12:38,144.66,23.69,28.74,73.202.188.45,"[34.953, -120.4357]","101, East Main Street, Santa Maria, Santa Barbara County, California, 93454, United States"
15-07-2022 20:14:02,184.43,23.77,33.21,73.202.188.45,"[34.953, -120.4357]","101, East Main Street, Santa Maria, Santa Barbara County, California, 93454, United States"
15-07-2022 20:15:26,149.84,23.23,30.65,73.202.188.45,"[34.953, -120.4357]","101, East Main Street, Santa Maria, Santa Barbara County, California, 93454, United States"
15-07-2022 20:26:43,225.85,23.79,34.11,73.202.188.45,"[34.953, -120.4357]","101, East Main Street, Santa Maria, Santa Barbara County, California, 93454, United States"
15-07-2022 20:29:04,249.3,23.24,23.16,73.202.188.45,"[34.953, -120.4357]","101, East Main Street, Santa Maria, Santa Barbara County, California, 93454, United States"
15-07-2022 20:29:29,130.74,23.27,29.15,73.202.188.45,"[34.953, -120.4357]","101, East Main Street, Santa Maria, Santa Barbara County, California, 93454, United States"
15-07-2022 20:34:41,138.25,23.4,27.97,73.202.188.45,34.953,-120.4357,"101, East Main Street, Santa Maria, Santa Barbara County, California, 93454, United States"
15-07-2022 20:35:05,238.48,23.92,33.47,73.202.188.45,34.953,-120.4357,"101, East Main Street, Santa Maria, Santa Barbara County, California, 93454, United States"
15-07-2022 20:47:38,135.47,23.51,32.99,73.202.188.45,34.953,-120.4357,"101, East Main Street, Santa Maria, Santa Barbara County, California, 93454, United States"
